id,code,product_name,generic_name,quantity,unit quantity,packaging,brands,categories,origins,manufacturing_places,manufacturing_places_tags,labels,stores,countries,ingredients_text,allergens_tags,traces,additives_n,additives_tags,ingredients_from_palm_oil_n,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,main_category,,image_url,image_small_url,image_ingredients_url,image_nutrition_url,energy_kcal_100g,energy_100g,energy_from_fat_100g,fat_100g,saturated_fat_100g,monounsaturated_fat_100g,polyunsaturated_fat_100g,omega_3_fat_100g,omega_6_fat_100g,omega_9_fat_100g,trans_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,alcohol_100g,vitamin_a_100g,vitamin_d_100g,vitamin_e_100g,vitamin_c_100g,vitamin_b1_100g,vitamin_b2_100g,vitamin_pp_100g,vitamin_b6_100g,vitamin_b9_100g,vitamin_b12_100g,biotin_100g,pantothenic_acid_100g,potassium_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,selenium_100g,iodine_100g,caffeine_100g,fruits-vegetables_nuts_estimate_100g,cocoa_100g,carbon_footprint_from_meat_or_fish_100g,Price
558,12349678,GREEN LENTILS Fusilli,,250,g,Sachet,Castagno bio,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Légumineuses, Graines, Graines de légumineuses, Légumes secs, Lentilles, Lentilles vertes, Fusilli de lentilles",Non-EU,,,"Biologisch,Vegetarisch,EU Organic,Veganistisch,en:IT-BIO-007,fr:IT-Bio",Bioooh,België,"farine de lentilles vertes biologique, eau.",,,0,,0,a,1,Legumes,Legumes,fr:fusilli-de-lentilles,,https://static.openfoodfacts.org/images/products/12349678/front_fr.6.400.jpg,https://static.openfoodfacts.org/images/products/12349678/front_fr.6.200.jpg,https://static.openfoodfacts.org/images/products/12349678/ingredients_fr.9.400.jpg,,329,1377,,1,0.2,,,,,,,50,1.5,10,25,0,0,,,,,,,,,,,,,,,,0.335,0.00839,,,,,,,,,,,1
559,5411866958094,Farine de pain au froment,,2500,g,sachet plastique,Aveve,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Farines, Farines de céréales, Farines de blé, Farines de froment",,,,,Aveve,Belgique,"Ingrédients farine de blé, farine intégrale de blé, farine de soja, gluten, agents de traitement de la farine: enzymes","en:gluten,en:soybeans","en:eggs,en:lupin,en:milk,en:nuts,en:sesame-seeds",0,,0,b,4,Epicerie salée,Cereals,en:common-wheat-flours,,https://static.openfoodfacts.org/images/products/541/186/695/8094/front_fr.14.400.jpg,https://static.openfoodfacts.org/images/products/541/186/695/8094/front_fr.14.200.jpg,https://static.openfoodfacts.org/images/products/541/186/695/8094/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/541/186/695/8094/nutrition_fr.18.400.jpg,1476,6176,,1.899999976,0.3000000119,,,,,,,68.09999847,0.8000000119,5,12.19999981,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
560,4006182006034,Praum Bio Dinkel Zwieback,,200,g,Boite,Praum,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Biscottes",,,,"Organic, Vegetarian, EU Organic, Vegan, DE-ÖKO-006, No added sugar , en:eg-oko-verordnung",BioPlanet,Belgium,"Farine d'épeautre* (92%), huile de tournesol*, levure, sel marin, coriandre*",en:gluten,,0,,0,c,3,Boulangerie ,Bread,en:zwieback,,https://static.openfoodfacts.org/images/products/400/618/200/6034/front_fr.5.400.jpg,https://static.openfoodfacts.org/images/products/400/618/200/6034/front_fr.5.200.jpg,https://static.openfoodfacts.org/images/products/400/618/200/6034/ingredients_fr.10.400.jpg,,392,1640,,6.4,0.6,,,,,,,69,2.1,,12.1,1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
561,5400101161580,Eau de source carrefour,Eau de source,1500,ml,"bouteille,plastique","Carrefour,Pierval","Boissons, Eaux, Eaux de sources","Pont-Saint-Pierre,Normandie,Eure",,,,Carrefour,Belgique,,,,,,,a,1,Boissons ,Waters and flavored waters,en:spring-waters,,https://static.openfoodfacts.org/images/products/540/010/116/1580/front_fr.16.400.jpg,https://static.openfoodfacts.org/images/products/540/010/116/1580/front_fr.16.200.jpg,https://static.openfoodfacts.org/images/products/540/010/116/1580/ingredients_fr.13.400.jpg,https://static.openfoodfacts.org/images/products/540/010/116/1580/nutrition_fr.18.400.jpg,0,0,,0,0,,,,,,,0,0,,0,0,0,,,,,,,,,,,,,,0.015,0.038,,,0.015,,,,,,,,,,1
562,5400141087727,Eau minérale naturelle,,1000,ml,bouteille plastique,boni,"Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles","France,Italie",,,,"okay, Colruyt",Belgique,,,,,,,a,1,Boissons ,Waters and flavored waters,en:natural-mineral-waters,,https://static.openfoodfacts.org/images/products/540/014/108/7727/front_fr.6.400.jpg,https://static.openfoodfacts.org/images/products/540/014/108/7727/front_fr.6.200.jpg,https://static.openfoodfacts.org/images/products/540/014/108/7727/ingredients_fr.9.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
563,5400134053685,Eau minérale naturelle pétillante,,1500,ml,"Bouteille,Plastique",Cora,"Boissons, Eaux, Boissons gazeuses, Eaux de sources, Eaux minérales, Eaux minérales naturelles, Eaux gazeuses, Eaux minérales gazeuses",,Luxembourg,luxembourg,,Cora,Belgique,,,,,,,a,1,Boissons ,Waters and flavored waters,en:carbonated-mineral-waters,,https://static.openfoodfacts.org/images/products/540/013/405/3685/front_fr.5.400.jpg,https://static.openfoodfacts.org/images/products/540/013/405/3685/front_fr.5.200.jpg,https://static.openfoodfacts.org/images/products/540/013/405/3685/ingredients_fr.8.400.jpg,https://static.openfoodfacts.org/images/products/540/013/405/3685/nutrition_fr.16.400.jpg,,,,,,,,,,,,,,,,93.98,37.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
564,7122866,Eau minérale naturelle,,500,ml,bouteille plastique,Eau minérale naturelle,"Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles",,Chaudfontaine,chaudfontaine,,Carrefour,en:BE,,,,,,,a,1,Boissons ,Waters and flavored waters,en:natural-mineral-waters,,https://static.openfoodfacts.org/images/products/07122866/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/07122866/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/07122866/ingredients_fr.9.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
565,5400164110006,Oxfam orange juice,,1500,ml,"bouteille,verre,métal",Oxfam,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Jus et nectars, Boissons aux fruits, Jus de fruits, Jus de fruits à base de concentré, Jus d'orange, Jus d'orange à base de concentré",,,,"Commerce équitable,Sans exhausteur de goût,Sans colorants,fr:fairtrade-maxhavelaar",,"Belgique,France",100% jus d'orange à base de concentré.,,,0,,0,c,1,Boissons ,Fruit juices,en:concentrated-orange-juices,,https://static.openfoodfacts.org/images/products/540/016/411/0006/front_fr.16.400.jpg,https://static.openfoodfacts.org/images/products/540/016/411/0006/front_fr.16.200.jpg,https://static.openfoodfacts.org/images/products/540/016/411/0006/ingredients_fr.17.400.jpg,https://static.openfoodfacts.org/images/products/540/016/411/0006/nutrition_fr.31.400.jpg,42,176,,0,0,,,,,,,8.800000191,8.600000381,,0.6999999881,0,0,,,,,,,,,,,,,,,,,,,,,,,,,100,,,1
566,5400113611295,épeautre soufflé,Céréales,150,g,Plastique,Delhaize,Épautre soufflé biologique,Agriculture UE,,,"Bio, Bio européen, Nutriscore, CH-BIO-004    ",Delhaize,"Belgium, France, en:us",Épeautre soufflé (blé) 100%,en:gluten,,0,,0,a,1,Traiteur et apéritifs ,unknown,fr:epautre-souffle-biologique,,https://static.openfoodfacts.org/images/products/540/011/361/1295/front_fr.8.400.jpg,https://static.openfoodfacts.org/images/products/540/011/361/1295/front_fr.8.200.jpg,https://static.openfoodfacts.org/images/products/540/011/361/1295/ingredients_fr.14.400.jpg,,364,1523,,2,0.3,,,,,,,66,2,9,16,0.01,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
567,5410916075774,Marcachouffe,Saucisson d'Ardennes sans ail,200,g,"sachet,plastique",Marcassou,"Viandes, Charcuteries, Saucissons, Saucissons secs, Saucissons fumés",,"Ardennes,Belgique","ardennes,belgique",Point Vert,,"Belgique, France","Viande de porc, sel, maltodextrine, dextrose, épices, plantes aromatiques, colorant: cochenille naturelle, antioxygène: ascorbate de sodium, conservateur: nitrite de sodium, ferments, fumée.",,,3,"en:e120,en:e250,en:e301",0,e,4,Viande ,Processed meat,fr:saucissons-fumes,,https://static.openfoodfacts.org/images/products/541/091/607/5774/front_fr.3.400.jpg,https://static.openfoodfacts.org/images/products/541/091/607/5774/front_fr.3.200.jpg,https://static.openfoodfacts.org/images/products/541/091/607/5774/ingredients_fr.19.400.jpg,https://static.openfoodfacts.org/images/products/541/091/607/5774/nutrition_fr.9.400.jpg,442,1849,,36,14,,,,,,,3.5,3.5,,26,3.85,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
568,5412916950884,Activa Biscuits Apricot,,150,g,"Carton,boîte",Belkorn,"Tartes, Tartelettes, en:Fruit tartlets, Tartelettes à l'abricot",,,,"Organic,No added sugar,Palm oil free",,"Belgium,France",,,,,,,c,,Traiteur et apéritifs ,Pizza pies and quiche,en:apricot-tartlets,,https://static.openfoodfacts.org/images/products/541/291/695/0884/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/541/291/695/0884/front_fr.4.200.jpg,,https://static.openfoodfacts.org/images/products/541/291/695/0884/nutrition_fr.9.400.jpg,428,1791,,15.3,7.95,,,,,,,67,0.37,3.21,4.34,0.2,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
569,8710398511140,Barres de flocons d'avoine,,175,g,,havermout,"Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales au chocolat",,,,"Pure cocoa butter,With Sunflower oil",delhaize,Belgium,avoine.,en:gluten,"en:gluten,en:nuts,en:peanuts,en:sesame-seeds",0,,0,c,3,Epicerie sucrée,Biscuits and cakes,en:chocolate-cereal-bars,,https://static.openfoodfacts.org/images/products/871/039/851/1140/front_fr.66.400.jpg,https://static.openfoodfacts.org/images/products/871/039/851/1140/front_fr.66.200.jpg,https://static.openfoodfacts.org/images/products/871/039/851/1140/ingredients_fr.69.400.jpg,,404,1690,,11,3.5,,,,,,,66,16,6.6,7.8,0.4,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
570,613008730710,Arizona,,500,ml,"Bouteille plastique,Bouchon plastique, Stück, Stück, Stück",Arizona,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons sans alcool, Boissons au thé, Thés glacés, Thés glacés saveur pêche, Boissons avec sucre ajouté",,,,Point Vert,"Cora,Woolworths","Australien, Belgien, Frankreich, Schweiz, en:at","Eau, sucre, antioxydant : acide ascorbique, acidifiant : acide citrique, extrait de thé noir (0,14%) arôme naturel de pêche (0,06%)",,,2,"en:e300,en:e330",0,d,4,Boissons ,Sweetened beverages,en:sweetened-beverages,,https://static.openfoodfacts.org/images/products/061/300/873/0710/front_fr.83.400.jpg,https://static.openfoodfacts.org/images/products/061/300/873/0710/front_fr.83.200.jpg,https://static.openfoodfacts.org/images/products/061/300/873/0710/ingredients_fr.22.400.jpg,https://static.openfoodfacts.org/images/products/061/300/873/0710/nutrition_fr.89.400.jpg,21,88,,0,0,,,,,,,4.900000095,4.800000191,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
571,5019503034028,Burger vegan,Burgers végétariens à base de mycoprotéine,160,g,,Quorn,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Sandwichs, Substituts de viande, Hamburgers végétariens",,,,"Vegetarian, Vegan, fr:V-label.eu , en:european-vegetarian-union",Delhaize,"Belgique,France","Mycoprotein (38 %), protéines de _blé_ texturées (farine de _blé_, colorant (caramel ordinaire), stabilisant (alginate de sodium), eau, oignons, huiles végétales (palme, colza), proteines de pommes de terre, arômes (contenant des arômes de fumée), amidon de pommes de terre, affermissant (chlorure de calcium), gluten de _blé_, extrait de malt d'_orge_ torréfié, stabilisant (carraghénane), fibres de pois.",en:gluten,,4,"en:e150a,en:e401,en:e407,en:e509",1,c,4,Traiteur et apéritifs ,Sandwiches,en:veggie-burgers,,https://static.openfoodfacts.org/images/products/501/950/303/4028/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/501/950/303/4028/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/501/950/303/4028/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/501/950/303/4028/nutrition_fr.10.400.jpg,210,879,,11.6,4.9,,,,,,,7.2,1.4,4.6,17,1.3,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
572,80723028,White,,60,g,,Mentos,"Snacks, Snacks sucrés, Confiseries, Chewing-gum, Chewing-gum sans sucres",,,,,Delhaize,"Bélgica,Francia,España","édulcorants (xylitol (34%), sorbitol, mannitol, sirop de maltitol, aspartame, acésulfame-K, sucralose), gomme base, arômes, fécule, maltodextrine, émulsifiants (lécithine de soja, sucroesters d'acides gras), stabilisant (glycérol), agents épaississants (gomme de cellulose, gomme arabique), correcteur d'acidité (carbonate acide de sodium), agent d'enrobage (cire de carnauba), antioxydant (E321). ,",en:soybeans,,15,"en:e321,en:e322,en:e322i,en:e414,en:e420,en:e421,en:e422,en:e466,en:e473,en:e500,en:e500ii,en:e903,en:e950,en:e951,en:e955,en:e965,en:e965ii,en:e967",0,,4,Epicerie sucrée,Sweets,en:sugar-free-chewing-gum,,https://static.openfoodfacts.org/images/products/80723028/front_fr.17.400.jpg,https://static.openfoodfacts.org/images/products/80723028/front_fr.17.200.jpg,https://static.openfoodfacts.org/images/products/80723028/ingredients_fr.9.400.jpg,,171,715,,0,0,,,,,,,69,0,0,0,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
573,5400141270662,Pignons De Pin,,200,g,,Boni,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Fruits à coques et dérivés, Fruits à coques, Pignons de pin",Chine,,,,Colruyt,"Belgique, en:france",100% pignons de pin,,"en:nuts,en:peanuts,en:sesame-seeds,en:soybeans",0,,0,c,1,Epicerie salée,Nuts,en:pine-nuts,,https://static.openfoodfacts.org/images/products/540/014/127/0662/front_fr.14.400.jpg,https://static.openfoodfacts.org/images/products/540/014/127/0662/front_fr.14.200.jpg,https://static.openfoodfacts.org/images/products/540/014/127/0662/ingredients_fr.17.400.jpg,,715,2992,,68,4.8,,,,,,,9.4,3.6,3.7,14,0.01,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
574,5400141353327,Demi peches,Demi-pêches au sirop léger,820,g,conserve,Everyday,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Desserts, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Fruits et produits dérivés, Fruits en conserve, Fruits au sirop, Pêches au sirop",,,,,Colruyt,België,"Pêches, eau, sucre, sirop de glucose-fructose, acidifiant (E330)",,,1,en:e330,0,a,4,Fruits,Fruits,en:peaches-in-syrup,,https://static.openfoodfacts.org/images/products/540/014/135/3327/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/540/014/135/3327/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/540/014/135/3327/ingredients_fr.7.400.jpg,,59,247,,0,0,,,,,,,14,14,,0,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
575,17104692,Demi-poires au jus,Demi-poires au jus de raisin,412,g,conserve,Boni,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Desserts, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Fruits et produits dérivés, Fruits en conserve, Fruits au sirop, Poires au sirop",,,,,colruyt,België,"Poires, jus de raisin à base de concentré, correcteur d'acidité (E330).",,,1,en:e330,0,a,1,Fruits,Fruits,en:pears-in-syrup,,https://static.openfoodfacts.org/images/products/17104692/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/17104692/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/17104692/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/17104692/nutrition_fr.10.400.jpg,54,226,,0.5,0,,,,,,,13,11,1,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
576,3440835128598,Ananas au jus,,227,g,4 tranches en conserves,boni,,,,,,"Okay, groupe Colruyt",en:Belgium,"Ananas, jus d'ananas",,fr:Néant,0,,0,,,Fruits,unknown,,,https://static.openfoodfacts.org/images/products/344/083/512/8598/front_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/344/083/512/8598/front_fr.10.200.jpg,https://static.openfoodfacts.org/images/products/344/083/512/8598/ingredients_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/344/083/512/8598/nutrition_fr.7.400.jpg,57,238,,0.5,0,,,,,,,17,12,0.8,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1
577,5400141413120,Filets de Truite,,125,g,Barquette de 125 g,Boni,"Produits de la mer, Poissons, Poissons fumés",Danemark,Danemark,danemark,"Aquaculture responsable, Aquaculture responsable ASC",Colruyt,Belgique,"Filets de truite arc-en-ciel fumés - 97 % truite arc-en-ciel (Oncorhynchus mykiss, élevée au Danemark), sel. Conditionnée au Danemark. Contient du poisson.",en:fish,,0,,0,d,3,Poisson ,Fish and seafood,en:smoked-fishes,,https://static.openfoodfacts.org/images/products/540/014/141/3120/front_fr.3.400.jpg,https://static.openfoodfacts.org/images/products/540/014/141/3120/front_fr.3.200.jpg,https://static.openfoodfacts.org/images/products/540/014/141/3120/ingredients_fr.8.400.jpg,https://static.openfoodfacts.org/images/products/540/014/141/3120/nutrition_fr.32.400.jpg,138,577,,5.5,1.4,,,,,,,0,0,0,22,2.4,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
578,27008317,Mayon(n)aise au Citron,Mayonnaise au Citron,500,ml,Bocal,"Regalo Aldi,Regalo","Epicerie, Sauces, Mayonnaises",,Belgique,belgique,,Aldi,"Belgique, France","huile de colza, jaune d'_oeuf_ (sol), vinaigre d'alcool, moutarde (eau, vinaigre d'alcool, graines de _moutarde_, acidifiant (acide citrique, épice)), sel, jus de citron concentré 0,3%, sucre, épaississant (gomme guar), extrait d'épice, arôme naturel de citron avec autres arômes naturels,","en:eggs,en:mustard",,2,"en:e330,en:e412",0,e,4,Epicerie salée,Dressings and sauces,en:mayonnaises,,https://static.openfoodfacts.org/images/products/27008317/front_fr.9.400.jpg,https://static.openfoodfacts.org/images/products/27008317/front_fr.9.200.jpg,https://static.openfoodfacts.org/images/products/27008317/ingredients_fr.13.400.jpg,https://static.openfoodfacts.org/images/products/27008317/nutrition_fr.16.400.jpg,731,3059,,80,6.6,,,,,,,0.5,0.5,0,1.3,1.1,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
579,5410126060836,Tartélice Pomme,Tartelette aux pommes,345,g,Sachets individuels,Lotus,"Snacks, Snacks sucrés, Biscuits et gâteaux, Tartes, Gâteaux, Tartelettes",,,,"Sans colorants, 13 % de pommes","Colruyt, Delhaize","Belgique, en:france","Farine de blé, sucre, huiles végétales (palme, noix de coco, colza), pomme 13%, _œufs_ de poules élevées au sol, sirop de glucose-frucose, stabilisant (glycérol, sorbitol), sel, poudre à lever (diphosphate disodique, carbonate acide de sodium), gélifiant (pectine), amidon de _blé_, épaississant (gomme xanthane), acidifiant (acide citrique), émulsifiant (lécithine de colza, lécithine de _soja_), jus de citron, conservateur (sorbate de potassium), arôme, cannelle.","en:eggs,en:gluten,en:soybeans",,9,"en:e202,en:e322,en:e322i,en:e330,en:e415,en:e420,en:e422,en:e440,en:e450,en:e450i,en:e500,en:e500ii",1,e,4,Traiteur et apéritifs ,Pizza pies and quiche,en:tartlets,,https://static.openfoodfacts.org/images/products/541/012/606/0836/front_fr.9.400.jpg,https://static.openfoodfacts.org/images/products/541/012/606/0836/front_fr.9.200.jpg,https://static.openfoodfacts.org/images/products/541/012/606/0836/ingredients_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/541/012/606/0836/nutrition_fr.11.400.jpg,430,1799,,21.4,9.7,,,,,,,55.1,31.9,1.1,4.4,0.57,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
580,5400113026860,Mandarine au sirop,,312,g,Conserve,Delhaize,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits",,,,,Delhaize,en:BE,"mandarine, eau, sucre, concentré de citron.",,,0,,0,a,3,Fruits,Fruits,en:fruits,,https://static.openfoodfacts.org/images/products/540/011/302/6860/front_fr.14.400.jpg,https://static.openfoodfacts.org/images/products/540/011/302/6860/front_fr.14.200.jpg,https://static.openfoodfacts.org/images/products/540/011/302/6860/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/540/011/302/6860/nutrition_fr.16.400.jpg,59,247,,0,0,,,,,,,13.9,12.5,0.9,0.05,0.02,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
581,27006047,Boisson soja - Nature,Boisson Soja - Nature,1000,ml,Berlingot,SOY PRO,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Légumineuses et dérivés, Boissons à base de végétaux, Substitut du lait, Boissons végétales, Boissons végétales de légumineuses, Boissons sans alcool, Boissons végétales de soja, Boissons sans sucre ajouté, Boissons végétales de soja nature",,,,en:no-lactose,Aldi,"Belgique,France","Eau - Fèves de soja décortiquées (5,9%) - Sucre de canne roux - carbonate de calcium - Arôme - Correcteur d'acidité (Phosphates de potassium) - Sel marin - Stabilisant (Gomme Gellane) - Vitamines (Vitamines B2, vitamine B12),",,,2,"en:e340,en:e418",0,a,4,Boissons ,Plant-based milk substitutes,en:unsweetened-natural-soy-milks,,https://static.openfoodfacts.org/images/products/27006047/front_fr.13.400.jpg,https://static.openfoodfacts.org/images/products/27006047/front_fr.13.200.jpg,https://static.openfoodfacts.org/images/products/27006047/ingredients_fr.14.400.jpg,https://static.openfoodfacts.org/images/products/27006047/nutrition_fr.20.400.jpg,39,163,,1.7,0.3,,,,,,,2.7,2.7,,3,0.1,0.04,,,,,,,0.00021,,,,0.00000038,,,,0.12,,,,,,,,,,,,,1
582,5400112280003,Boulettes de viande piquantes et spaghetti,,500,g,"carton,film plastique",Delhaize,"Plats préparés, Produits à la viande, Plats à base de pâtes, Plats préparés à la viande, Plats au porc",,,,"Nutriscore,Nutriscore Grade C",Delhaize,Belgium,"Spaghettis 48% (semoule de blé, eau), boulettes de viande 27% (porc 90%, chapelure (_blé_), sel, légumes, (oignon, tomate, poivron, poireau), amidon de pomme de terre, amidon de blé, dextrose, extrait de levure, épices, protéines de soja, _moutarde_, stabilisant: triphosphates), tomates, jus de tomate, oignon, concentré de tomates, _emmental_, extrait de veau, huile de tournesol, huile de colza, huile d'olive, graisse de coco hydrogénée, émulsi - fiant: lécithine de tournesol, acidifiant: acide citrique - acide lactique, _protéine de lait_, sucre, sirop de glucose, sirop de sucre torréfié, maltodextrine, concentré de légumes (carotte, oignon, ail, poireau, poivron, _céleri_ - rave), extrait de levure, amidon modifié de mais, amidon (modifié) de pomme de terre, paprika en poudre, herbes, épices, sel, ail, arômes, anti-agglomérant: dioxyde de silicium, émulsifiants: mono - et diglycérides d'acides gras, colorant: bêta-carotène.","en:celery,en:gluten,en:milk,en:mustard","en:celery,en:gluten,en:milk,en:mustard,en:soybeans",8,"en:e14xx,en:e160a,en:e160ai,en:e270,en:e322,en:e322i,en:e330,en:e451,en:e471,en:e551",0,c,4,Traiteur et apéritifs ,One-dish meals,en:pork-meals,,https://static.openfoodfacts.org/images/products/540/011/228/0003/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/540/011/228/0003/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/540/011/228/0003/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/540/011/228/0003/nutrition_fr.10.400.jpg,105,439,,5.7,2.1,,,,,,,7.7,2,0.4,5.6,1.4,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
583,5765228127957,C-flakes,,375,g,Boîte,Urtekram,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Petit-déjeuners, Céréales et dérivés, Céréales pour petit-déjeuner, Flocons, Flocons de céréales, Flocons extrudés, Corn-flakes",,,,en:eg-oko-verordnung,Bioplanet,"Belgique, en:france","Farine de maïs 98.8%, sel marin",,,0,,0,c,3,Epicerie sucrée,Breakfast cereals,en:corn-flakes,,https://static.openfoodfacts.org/images/products/576/522/812/7957/front_fr.17.400.jpg,https://static.openfoodfacts.org/images/products/576/522/812/7957/front_fr.17.200.jpg,https://static.openfoodfacts.org/images/products/576/522/812/7957/ingredients_fr.19.400.jpg,https://static.openfoodfacts.org/images/products/576/522/812/7957/nutrition_fr.11.400.jpg,400,1674,,1.1,0.3,,,,,,,87,0,1.7,8.4,1.2,0.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1
584,4056489035206,Lasagne bolognese,,400,g,,chef select,"Plats préparés, Plats à base de pâtes, Lasagnes préparées, Lasagnes à la bolognaise",,,,,Lidl,"Belgique, en:france","_lait_, 18% viande de porc, 10% tomates, eau, semoule de blé dur, _fromage_ (_lait_), 4,5% double concentré de tomates huile de colza, amidon modifié (maïs), carottes, farine de _blé_, oignon, oeuf, céleri-rave Courgette, sel, épices, plantes aromatiques, 0,25% vin rouge, sucre, amidon de pomme de terre ail, arômes. &quot;issu de poules élevées au sol.","en:eggs,en:gluten,en:milk",,1,en:e14xx,0,b,4,Traiteur et apéritifs ,One-dish meals,en:bolognese-lasagne,,https://static.openfoodfacts.org/images/products/405/648/903/5206/front_fr.15.400.jpg,https://static.openfoodfacts.org/images/products/405/648/903/5206/front_fr.15.200.jpg,https://static.openfoodfacts.org/images/products/405/648/903/5206/ingredients_fr.17.400.jpg,https://static.openfoodfacts.org/images/products/405/648/903/5206/nutrition_fr.10.400.jpg,139,582,,6.3,2.5,,,,,,,12,3.1,,7.8,0.83,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,,133.2,1
585,5420036401018,Mexican Mix,,200,g,Sachet,Ranobo,"Snacks, Snacks salés, Apéritif",,,,,Duty free,Belgique,"_cacahuète_, graines de potiron, _noix de pécan_, farine de _blé_, sel, huile d'arachide (cacahuète), huile de soya, oignon, oeuf, herbes, sucre","en:eggs,en:gluten,en:nuts,en:peanuts",,0,,0,d,3,Traiteur et apéritifs ,Appetizers,en:appetizers,,https://static.openfoodfacts.org/images/products/542/003/640/1018/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/542/003/640/1018/front_fr.4.200.jpg,https://static.openfoodfacts.org/images/products/542/003/640/1018/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/542/003/640/1018/nutrition_fr.12.400.jpg,547,2289,,51.61,7.01,,,,,,,12.41,3.89,,22.35,1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
